Customer_ID,Age,Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Amount_invested_monthly,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_Credit_Inquiries,Credit_Utilization_Ratio,Total_EMI_per_month,Credit_History_Age_Months,Occupation,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,_target_agreement,has_auto_loan,has_credit_builder_loan,has_debt_consolidation_loan,has_home_equity_loan,has_mortgage_loan,has_not_specified,has_payday_loan,has_personal_loan,has_student_loan,n_loan_types,Credit_Utilization_Ratio_std,Delay_from_due_date_max,Num_Credit_Inquiries_max,debt_to_income,debt_service_ratio,Credit_Score
CUS_0x5578,32.0,14318.26,5.0,24.0,21.1,2598.38,77.78453962111676,256.4713196889581,1043.1883333333333,8.0,8.0,17.0,40.0,12.0,30.14143336364416,50.29265539878061,55.5,Mechanic,Bad,Yes,Low_spent_Small_value_payments,0.75,1,0,0,1,1,1,0,0,0,4,5.655051742113613,44.0,12.0,0.18147316782905185,0.04821052325046511,Poor
CUS_0x3bd2,48.0,93790.65,4.0,5.0,1.84,78.41,129.9520564620264,691.3221934704964,7644.8875,0.0,7.0,10.0,2.0,7.0,31.798461759751042,183.2145000674772,217.5,Lawyer,Good,No,High_spent_Large_value_payments,1.0,1,0,0,0,0,0,1,0,0,2,4.689551076967724,3.0,7.0,0.0008360108390335284,0.023965624094203768,Standard
CUS_0x729,25.0,15648.85,7.0,22.0,4.64,3739.35,57.362665720721566,296.08736593473327,1413.0708333333334,7.0,7.0,23.0,33.0,10.0,31.784180920506536,67.85705167787852,60.5,Manager,Bad,Yes,Low_spent_Small_value_payments,0.875,1,1,0,1,1,1,0,1,0,6,6.287931137977548,38.0,10.0,0.23895366113164865,0.04802098385811882,Poor
CUS_0x6b56,31.0,9667.645,9.0,21.0,17.37,2704.28,62.31982907828531,249.93091058580475,950.6370833333334,6.0,5.0,26.0,24.0,11.0,28.875250605662906,68.56040389657137,157.5,Scientist,Bad,Yes,Low_spent_Small_value_payments,0.5,1,1,0,1,1,0,0,1,1,6,5.419476891555914,28.0,11.0,0.2797247933700503,0.07212048120000722,Standard
CUS_0x8702,34.0,19543.44,7.0,24.0,25.57,3588.8,77.8398231299508,301.5367619939411,1592.62,8.0,5.0,15.0,37.0,12.0,26.361775608964678,64.88541487610803,20.0,Accountant,Bad,Yes,Low_spent_Small_value_payments,1.0,1,1,0,0,1,1,1,0,0,5,5.502728440321422,38.0,16.0,0.18363195015821168,0.040741303560239125,Standard
CUS_0x458d,19.0,34315.71,2.0,11.0,13.36,24.75,74.68130640771231,415.3794049458595,3018.6425,4.0,4.0,19.0,20.0,4.0,34.046408158890785,37.61166736128091,191.5,Journalist,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,1,1,0,0,0,0,0,2,3.9366776091285307,24.0,4.0,0.0007212440016540529,0.012459795209694724,Standard
CUS_0x8716,19.0,14351.21,6.0,15.0,21.91,4766.87,117.45893572986301,238.9357627989666,1274.934166666667,8.0,7.0,18.0,18.0,9.0,33.760921608880444,61.098718137837075,100.5,Scientist,Bad,Yes,Low_spent_Small_value_payments,0.875,0,0,0,0,1,1,0,1,1,4,6.206896612376484,18.0,9.0,0.33215805496540013,0.047923037702864706,Poor
CUS_0x32a1,55.0,11249.15,1.0,11.0,10.02,612.08,51.52071636687904,317.7125946245857,984.4291666666668,3.0,3.0,12.0,15.0,4.0,33.255464685597715,8.092134624217511,310.5,Engineer,Good,No,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,1,0,0,1,5.528208861992791,15.0,4.0,0.054411222181231476,0.008220128881002113,Good
CUS_0x4eb3,50.0,65544.12,2.0,0.0,8.2,1357.63,248.63821671278032,470.7458899560629,5311.009999999998,3.0,3.0,10.0,7.0,1.0,31.711586134186547,71.71689333115668,214.0,Entrepreneur,Good,No,High_spent_Small_value_payments,1.0,0,0,1,0,0,0,0,0,1,2,6.381835674858099,7.0,1.0,0.020713223398223977,0.013503437826544612,Standard
CUS_0x63ec,18.0,38992.57,0.0,6.0,4.23,1059.46,124.10065943502514,465.33742389830826,3144.380833333333,3.0,3.0,3.0,7.0,3.0,30.32255432862063,0.0,301.5,Media_Manager,Good,No,High_spent_Large_value_payments,0.875,0,0,0,0,0,0,0,0,0,0,5.901885370903644,7.0,6.0,0.027170817414702342,0.0,Good
CUS_0x7080,39.0,58774.86,7.0,15.0,2.46,2083.26,203.15558537674002,271.3977865578529,4796.905,7.0,6.0,17.0,35.0,14.0,31.650143740931014,290.944961713005,179.0,Teacher,Bad,Yes,High_spent_Medium_value_payments,0.625,0,0,1,1,1,1,0,1,1,6,2.945815841251996,37.0,14.0,0.03544474627417233,0.06065264200833767,Poor
CUS_0x9216,40.0,14304.01,2.0,7.0,11.95,736.76,64.38439971193735,321.7482110356383,1394.000833333333,4.0,4.0,1.0,8.0,0.0,36.59130233631973,14.972561670923614,398.5,Developer,Good,No,Low_spent_Small_value_payments,0.5,1,0,0,0,0,0,1,0,0,2,4.6211064252599865,11.0,0.0,0.05150723468453951,0.010740712137969993,Standard
CUS_0xbee4,39.0,19769.99,5.0,12.0,19.38,1641.97,60.64901608562792,253.60790145242174,1426.499166666667,6.0,5.0,23.0,19.0,11.0,32.73094261937988,81.97653726307796,89.5,Writer,Standard,Yes,Low_spent_Small_value_payments,1.0,1,1,0,0,0,1,1,0,0,4,4.863993373032629,19.0,15.0,0.08305365860073778,0.05746693666469809,Poor
CUS_0x5536,25.0,166102.8,2.0,2.0,6.22,953.24,176.104816347615,1238.6449783358137,14034.9,1.0,3.0,11.0,15.0,4.0,38.24401309552809,194.6938168076151,350.0,Musician,Good,No,High_spent_Large_value_payments,0.625,1,0,0,0,0,0,0,0,0,1,4.9998766660094525,19.0,4.0,0.0057388556965927125,0.013872119987147404,Standard
CUS_0x976,40.0,7901.055,5.0,14.0,17.41,2154.6,54.967434775751315,278.5080112447675,797.42125,8.0,7.0,14.0,19.0,8.0,30.26669270283127,24.573293167405843,155.5,Lawyer,Standard,Yes,Low_spent_Small_value_payments,1.0,1,0,0,0,1,0,0,0,1,3,4.719656017812577,24.0,8.0,0.27269775998268586,0.030815949747270772,Standard
CUS_0x2f8c,53.0,30918.82,0.0,8.0,1.61,1478.94,110.77304523595282,437.2837880973805,2780.568333333333,0.0,5.0,12.0,22.0,1.0,31.52278918807054,0.0,371.5,Architect,Good,No,High_spent_Medium_value_payments,0.75,0,0,0,0,0,0,0,0,0,0,4.127582765796782,24.0,3.0,0.047833002682508584,0.0,Poor
CUS_0x3f85,49.0,90875.56,1.0,19.0,7.83,1009.2,395.8328037518006,576.2519629168963,7538.963333333332,5.0,3.0,15.0,29.0,8.0,34.323544432716524,53.38830576064987,215.5,Entrepreneur,Standard,No,High_spent_Large_value_payments,1.0,1,0,0,0,0,0,0,0,0,1,5.774660911783681,30.0,8.0,0.01110529607740519,0.007081650805303012,Standard
CUS_0x3537,30.0,42541.92,5.0,11.0,12.31,240.24,97.15199391974832,334.9886322848285,3445.16,6.0,5.0,7.0,8.0,5.0,33.32185394639187,162.37537379542317,156.5,Developer,Standard,Yes,High_spent_Large_value_payments,1.0,0,0,1,0,1,0,0,1,1,4,6.1071837155559425,11.0,5.0,0.005647135813334236,0.04713144637561773,Standard
CUS_0x294d,38.0,19480.04,6.0,13.0,10.09,2552.49,118.53633694506725,206.2765255941345,1365.3366666666668,3.0,4.0,23.0,11.0,9.0,32.80369114068871,96.29274734549978,78.0,Teacher,Standard,Yes,Low_spent_Medium_value_payments,0.875,1,0,1,0,1,1,0,0,0,4,4.9338388875238985,13.0,9.0,0.1310310451107903,0.07052674237526259,Poor
CUS_0x2e16,23.0,17810.5,1.0,16.0,8.23,1163.48,66.46918045260549,331.5126090019643,1200.2083333333333,5.0,7.0,8.0,8.0,4.0,34.508597318517474,14.205849151986213,391.5,Journalist,Good,No,Low_spent_Medium_value_payments,0.625,0,0,0,0,0,0,0,0,1,1,5.725999637607292,12.0,9.0,0.06532551023272788,0.011836152739026875,Good
CUS_0x68a7,29.0,59438.88,7.0,20.0,8.42,2376.31,234.0309311997621,307.97842850541235,5163.24,10.0,8.0,31.0,47.0,12.0,31.94127320147343,234.31464029482552,77.0,Mechanic,Bad,Yes,High_spent_Small_value_payments,0.875,0,0,1,0,0,1,1,1,1,5,4.934965304458994,47.0,12.0,0.039979050749273874,0.04538131876395936,Poor
CUS_0x1447,22.0,9989.21,2.0,11.0,5.81,731.05,50.91769573481959,282.84256149378945,653.4341666666667,5.0,4.0,20.0,15.0,6.0,29.751311248429843,10.50617336064372,229.5,Doctor,Standard,No,Low_spent_Small_value_payments,1.0,1,1,0,0,0,0,0,0,0,2,6.466361281267076,15.0,6.0,0.07318396549877318,0.016078396105667955,Standard
CUS_0x9595,32.0,115123.16,2.0,1.0,2.14,286.29,536.8802815634715,530.2875766559268,9541.596666666666,0.0,5.0,9.0,1.0,3.0,30.96695771419496,166.99180844726837,312.0,Developer,Good,No,Low_spent_Medium_value_payments,0.75,1,0,0,0,0,0,0,0,1,2,5.638608033375047,3.0,3.0,0.002486814990137519,0.01750145329771171,Good
CUS_0x9318,45.0,15381.59,7.0,18.0,9.49,1753.16,98.79681605605256,282.6482787605205,1409.799166666667,7.0,10.0,30.0,54.0,6.0,36.07857888132557,49.534821850093614,83.5,Teacher,Bad,Yes,Low_spent_Small_value_payments,1.0,1,1,1,1,0,1,0,1,0,6,4.032983484439084,56.0,11.0,0.1139778137370714,0.03513608393400734,Poor
CUS_0x5292,44.0,88245.74,1.0,9.0,3.89,1454.59,125.96650239090876,779.0506052544388,7424.811666666667,1.0,5.0,5.0,0.0,1.0,31.40436779033562,52.441528460186966,366.5,Accountant,Good,No,High_spent_Large_value_payments,1.0,0,0,0,0,0,0,1,0,0,1,5.065683605709054,5.0,3.0,0.016483401918324894,0.007063011267426576,Good
CUS_0x4a7,27.0,45342.24,3.0,25.0,8.74,2063.68,121.94134568357924,486.0603728955539,4013.52,6.0,8.0,32.0,46.0,9.0,30.491745540328626,61.78736077648539,212.0,Architect,Bad,Yes,High_spent_Medium_value_payments,0.875,0,1,0,0,1,1,0,0,0,3,5.207893233918683,48.0,9.0,0.04551341089456542,0.015394805750684037,Poor
CUS_0x5ee8,43.0,113402.79,2.0,7.0,6.94,171.78,312.5106056969606,751.5382033859673,9707.2325,3.0,7.0,2.0,12.0,4.0,34.20642242149266,156.67444091707222,341.5,Scientist,Good,No,High_spent_Large_value_payments,0.75,0,0,0,0,0,0,1,0,1,2,4.762119819086137,13.0,4.0,0.001514777546478354,0.01613996995715022,Poor
CUS_0xce1,39.0,31256.02,7.0,15.0,14.76,2408.4,105.56322597870007,309.60591336174934,2841.668333333333,3.0,4.0,19.0,28.0,6.0,32.77374266484391,122.85242653216687,67.5,Scientist,Standard,Yes,High_spent_Small_value_payments,0.875,0,1,1,1,1,0,0,1,1,6,5.032650304894366,32.0,6.0,0.07705395632585339,0.04323250010956013,Poor
CUS_0x79f7,39.0,49880.68,0.0,12.0,6.24,499.95,114.02143878157287,539.6508945517605,3936.723333333333,5.0,5.0,14.0,14.0,3.0,31.70460231796252,0.0,324.0,Scientist,Standard,No,Low_spent_Large_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,5.146538123595835,15.0,4.0,0.01002291869316938,0.0,Standard
CUS_0xc067,24.0,10004.805,9.0,23.0,16.06,4532.65,63.70435003623615,271.5877320901137,984.73375,10.0,8.0,25.0,55.0,11.0,37.71806791892227,43.181292873650115,98.0,Lawyer,Bad,Yes,Low_spent_Small_value_payments,0.875,1,0,1,1,1,1,1,0,1,7,5.37888128459321,60.0,11.0,0.4530473107671763,0.04385072906625787,Poor
CUS_0x62cd,36.0,33206.26,1.0,11.0,5.2,1027.77,90.6286137930706,393.32766357421997,2519.188333333333,0.0,3.0,7.0,1.0,3.0,36.07443873072796,17.962555966042835,313.5,Lawyer,Good,No,High_spent_Medium_value_payments,0.5,0,0,1,0,0,0,0,0,0,1,5.249570887023735,6.0,3.0,0.030951091751976884,0.007130294995561204,Standard
CUS_0x5324,38.5,9415.2,6.0,22.0,24.44,3383.54,24.982978861482486,268.026979827177,541.6,8.0,10.0,33.0,47.0,14.0,31.762908680175855,23.796122863948952,60.5,Entrepreneur,Bad,Yes,Low_spent_Small_value_payments,0.75,1,0,0,0,1,1,0,0,1,4,5.787042093218289,52.0,14.0,0.3593699549664372,0.04393671134407118,Standard
CUS_0x6de6,54.0,102630.0,4.0,17.0,5.12,82.66,182.9340429077564,613.088659880944,8328.5,3.0,6.0,5.0,11.0,4.0,29.7961990333014,281.0989547444817,292.5,Manager,Good,No,High_spent_Large_value_payments,0.875,0,0,0,0,1,1,0,0,0,2,4.387710857648594,11.0,4.0,0.0008054175192438857,0.03375145041057594,Good
CUS_0x4602,25.0,60189.06,5.0,16.0,27.13,4159.96,203.52695043786275,382.2648741230033,5138.755,10.0,8.0,30.0,54.0,14.0,31.68210959944757,221.0248385461913,151.0,Entrepreneur,Bad,Yes,High_spent_Large_value_payments,0.75,1,0,1,0,0,1,1,1,0,5,6.108035028829499,58.0,16.0,0.06911488566194587,0.043011359472516456,Poor
CUS_0xb239,43.0,84907.68,3.0,9.0,5.8,16.18,320.4136428789403,502.24498632876714,6642.952276514542,3.0,5.0,8.0,12.0,4.0,34.85826732068421,700.8930942777503,310.5,Mechanic,Standard,No,Low_spent_Medium_value_payments,0.625,1,0,1,0,0,1,0,0,0,3,3.1087998098592013,12.0,4.0,0.00019055991165934578,0.10550927736688459,Standard
CUS_0x104f,20.0,11336.835,6.0,19.0,16.44,177.98,50.69520219243509,289.63507237550925,992.73625,4.0,6.0,14.0,30.0,7.0,31.553134817147946,35.56273086250209,175.0,Architect,Standard,Yes,Low_spent_Small_value_payments,1.0,1,0,0,0,0,0,1,1,1,4,4.742804211777047,30.0,7.0,0.015699267035288067,0.03582293974104612,Standard
CUS_0x9dd,39.0,27356.1,4.0,19.0,10.94,685.14,70.1081130321071,323.91901263912416,1998.675,3.0,4.0,10.0,29.0,1.0,34.37393045766794,60.66011126251932,244.5,Entrepreneur,Standard,Yes,High_spent_Medium_value_payments,1.0,1,0,0,0,0,1,0,0,1,3,5.92981310371484,34.0,1.0,0.025045236711373334,0.03035016261399143,Standard
CUS_0x7d6f,35.0,21454.72,3.0,10.0,10.36,990.57,62.77509001378709,334.66832718947035,1656.8933333333334,3.0,4.0,5.0,26.0,3.0,32.422144094709246,39.69936005071092,363.0,Teacher,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,1,0,1,1,0,3,6.2328399989231515,27.0,3.0,0.04617025997076634,0.023960118163336357,Standard
CUS_0xb16c,22.0,38261.7,4.0,17.0,4.59,1194.12,126.15590215656957,354.557683640654,3088.475,6.0,4.0,12.0,28.0,0.0,31.40079155407746,84.70736007338705,313.5,Architect,Standard,No,High_spent_Medium_value_payments,1.0,1,1,1,0,0,1,0,0,0,4,4.740791619424275,28.0,0.0,0.031209277162279773,0.02742692107703221,Standard
CUS_0x83ea,34.0,14461.52,6.0,17.0,18.75,2566.1,65.7970678643293,275.7323711428053,1010.1266666666668,10.0,8.0,33.0,52.0,11.0,33.10665109435175,41.82171882717799,101.0,Media_Manager,Bad,Yes,Low_spent_Small_value_payments,0.75,0,1,0,1,0,0,1,0,1,4,4.853771412859504,56.0,11.0,0.17744331162975951,0.04140245001667578,Standard
CUS_0xa8ec,42.0,126217.6,1.0,8.0,5.34,1000.98,244.55904643951936,966.6092975772096,9015.652514400528,8.0,7.0,14.0,8.0,4.0,33.11562766756226,1486.3258082494085,217.5,Mechanic,Standard,No,High_spent_Large_value_payments,0.625,0,0,0,0,1,0,0,0,0,1,5.72221218237742,12.0,5.0,0.007930589711735922,0.16486059171816225,Good
CUS_0x85e7,29.0,102207.42,0.0,5.0,11.07,911.23,330.9217315730773,825.8972629273142,8534.285,2.0,3.0,7.0,6.0,2.0,33.18923401074444,0.0,283.5,Doctor,Good,No,High_spent_Medium_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,6.6641365399713886,9.0,2.0,0.008915497524543717,0.0,Good
CUS_0x8990,53.0,43220.64,1.0,6.0,8.77,1292.16,191.6848286800565,427.10806083685316,3702.72,2.0,5.0,12.0,15.0,1.0,33.75345165453314,26.47911048309039,230.5,Journalist,Good,No,Low_spent_Medium_value_payments,0.625,0,0,0,0,1,0,0,0,0,1,5.679457979977981,15.0,1.0,0.02989682707151028,0.007151259204879222,Good
CUS_0x8ac7,21.0,35075.33,1.0,14.0,5.31,441.46,110.27139775055328,447.80865099386307,3213.9441666666667,7.0,5.0,9.0,5.0,3.0,35.99015925395683,28.573030595961857,185.5,Doctor,Standard,No,High_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,1,1,5.273757866025823,10.0,3.0,0.012586054072762821,0.00889033197661187,Standard
CUS_0xc1bb,25.0,28097.2,0.0,8.5,5.44,644.34,96.2679891909473,415.92402880303473,2397.433333333333,0.0,7.0,4.0,7.0,1.0,30.368859615890386,0.0,354.5,Doctor,Good,No,Low_spent_Small_value_payments,0.875,0,0,0,0,0,0,0,0,0,0,4.020314388972414,10.0,2.0,0.022932534202696354,0.0,Good
CUS_0x2803,31.0,37159.0,4.0,19.5,13.43,1051.35,76.08719481013694,434.267711820651,3299.583333333333,5.0,4.0,15.0,16.0,8.0,34.103405595293765,74.6034267025455,192.0,Media_Manager,Standard,Yes,Low_spent_Small_value_payments,0.625,0,0,0,0,1,1,0,1,1,4,6.304799677789529,17.0,8.0,0.028293280228208508,0.02260995379291694,Good
CUS_0x1151,41.0,17692.27,6.0,24.5,28.12,3762.64,88.94096473127621,241.2210049240808,1335.3558333333333,6.0,5.0,29.0,35.0,9.0,29.90315391545459,78.44723488236784,133.5,Journalist,Bad,Yes,Low_spent_Medium_value_payments,0.625,1,0,0,1,0,0,1,1,0,4,4.861714246274401,39.0,9.0,0.21267140960430742,0.058746315344687404,Poor
CUS_0x5f8b,39.0,16776.02,4.0,19.0,8.2,244.46,106.55197736159236,326.8681671441916,1622.0016666666668,8.0,3.0,10.0,20.0,1.0,36.24979852582176,28.13446348959307,356.5,Musician,Standard,Yes,Low_spent_Small_value_payments,0.625,0,1,0,1,0,0,0,0,1,3,6.662791811770154,24.0,5.0,0.014571990257522344,0.017345520703077617,Poor
CUS_0x8d01,21.0,34769.69,4.0,12.0,5.88,219.87,183.30765063529168,276.44042786981635,3009.474166666667,2.0,3.0,6.0,1.0,3.0,30.851439063518473,109.99939566576136,198.5,Journalist,Good,No,Low_spent_Small_value_payments,0.875,0,1,0,1,0,0,1,0,1,4,5.388660304351783,3.0,3.0,0.006323611168233021,0.03655103502270569,Good
CUS_0x1d18,44.0,33702.74,2.0,8.0,10.7,636.96,170.2678011786886,361.59513624460783,2998.561666666666,7.0,3.0,19.0,6.0,4.0,31.140655950549608,37.99322924337024,290.5,Musician,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,1,1,0,0,0,2,5.599631281893253,11.0,5.0,0.01889935358371456,0.012670484541211785,Standard
CUS_0xc066,26.0,40255.56,0.0,13.0,12.38,1001.61,314.0266825488652,324.0107617152306,3323.63,6.0,3.0,20.0,24.0,5.0,29.829705313063315,0.0,336.5,Scientist,Standard,Yes,Low_spent_Small_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,5.04059682223929,24.0,5.0,0.024881283479847256,0.0,Standard
CUS_0xac04,33.0,71508.27,4.0,18.0,10.47,1266.04,257.98685983315517,484.3185432232759,5994.0225,7.0,6.0,13.0,17.0,2.0,33.98593309058017,132.09684694356892,310.5,Mechanic,Standard,Yes,High_spent_Large_value_payments,1.0,0,0,0,0,0,1,1,0,1,3,5.513128383249335,17.0,4.0,0.01770480533230632,0.022038096611010204,Standard
CUS_0xa6d9,33.0,96826.96,0.0,19.0,8.76,1290.07,220.90216378513992,831.8617785860777,7933.913333333334,8.0,5.0,7.0,13.0,5.0,33.56438047962628,0.0,310.5,Lawyer,Standard,No,High_spent_Large_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,5.608821695479006,16.0,5.0,0.013323458673080307,0.0,Standard
CUS_0x14e5,29.0,7981.345,9.0,17.0,25.96,4064.57,18.50605747927898,228.56419733989432,412.11208333333326,9.0,5.0,22.0,46.0,8.0,31.340051785454616,57.93168879536229,7.5,Doctor,Bad,Yes,High_spent_Large_value_payments,0.75,0,1,0,1,0,1,1,1,1,6,5.357878585934634,47.0,9.0,0.5092587778125116,0.140572652776368,Poor
CUS_0x79d9,38.0,19010.58,3.0,17.0,12.16,1519.25,56.880691474720926,342.3078544830663,1845.215,9.0,7.0,17.0,52.0,10.0,31.895003356601485,36.428485272688704,71.5,Entrepreneur,Bad,Yes,High_spent_Large_value_payments,0.75,0,0,0,1,1,0,0,1,0,3,4.387341066857601,54.0,10.0,0.07991602570779008,0.019742135888061122,Standard
CUS_0x2742,22.0,8557.39,2.0,15.0,7.64,1767.29,47.75650198286627,286.6884891683933,797.1158333333333,8.0,6.0,22.0,37.0,7.0,32.75498195693027,13.16840380603193,140.0,Writer,Bad,Yes,Low_spent_Small_value_payments,0.625,0,1,0,0,1,0,0,0,0,2,6.933312319811165,42.0,11.0,0.206522082083439,0.01652006302642999,Poor
CUS_0x2317,16.0,47765.76,0.0,9.0,13.97,1447.09,124.26114654551975,508.78685345448025,3830.48,5.0,3.0,12.0,29.0,4.5,27.028558334796966,0.0,229.5,Mechanic,Standard,Yes,High_spent_Medium_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,5.8482302548187155,30.0,5.0,0.03029555062036069,0.0,Standard
CUS_0x2080,20.0,16047.01,1.0,12.0,12.89,183.15,90.11030880047159,320.50217604508373,1361.2508333333333,7.0,3.0,19.0,8.0,4.0,33.39323066676489,8.245353566398231,281.0,Entrepreneur,Standard,Yes,Low_spent_Small_value_payments,1.0,0,1,0,0,0,0,0,0,0,1,3.9658727696557414,12.0,8.0,0.01141334117695446,0.006057188994483553,Standard
CUS_0xa9a6,27.0,63536.98,2.0,16.0,14.78,89.62,301.3385296801063,485.16830397140143,5382.748333333334,4.0,5.0,12.0,29.0,4.0,36.3726644281861,69.10085253082353,372.5,Musician,Standard,Yes,High_spent_Large_value_payments,1.0,1,0,1,0,0,0,0,0,0,2,1.759268877472729,33.0,9.0,0.0014105171507994242,0.012837466708764362,Standard
CUS_0x4f70,47.0,106770.21,1.0,1.0,1.28,1286.15,490.7265190268887,639.8349060641717,9132.5175,5.0,5.0,10.0,19.0,1.0,31.287527024057425,56.01355898130086,223.0,Musician,Good,No,High_spent_Large_value_payments,0.5,1,0,0,0,0,0,0,0,0,1,6.267569178576058,19.0,1.0,0.012045963007846477,0.006133419287868965,Poor
CUS_0x8521,20.0,115736.92,3.0,11.0,19.16,296.14,377.17385805438164,599.7360070678723,9541.743333333334,8.0,3.0,8.0,11.0,7.0,32.09367742869587,255.74756478246388,294.5,Engineer,Standard,Yes,High_spent_Large_value_payments,0.625,0,0,1,0,1,1,0,0,0,3,5.063433503301619,11.0,7.0,0.0025587340668820286,0.02680302286994346,Standard
CUS_0x7feb,31.0,70543.77,4.0,16.0,18.68,1395.86,119.11487326206273,506.53878085093925,5986.6475,5.0,5.0,16.0,16.0,7.0,31.97786086317727,218.011095886998,289.0,Manager,Standard,Yes,High_spent_Large_value_payments,0.75,0,0,0,1,1,1,0,0,0,3,3.347579143259397,16.0,7.0,0.01978714775238125,0.036416223919480475,Standard
CUS_0xc64e,28.0,41155.22,6.0,18.0,24.4,3581.79,124.21993066441286,265.820006416428,2968.080159381572,9.0,10.0,17.0,30.0,7.0,30.69142497818833,479.2612402384453,64.5,Musician,Bad,Yes,Low_spent_Small_value_payments,0.625,0,0,0,0,0,1,1,1,1,4,5.0640016419832445,35.0,7.0,0.08703124415323256,0.16147179809938286,Poor
CUS_0x8de0,42.5,9375.245,5.0,19.0,18.21,4308.02,33.938181801498125,280.41121838417416,631.2704166666667,8.0,9.0,29.0,16.0,6.0,34.3196115663944,24.281698378430683,9.0,Doctor,Bad,Yes,Low_spent_Small_value_payments,0.75,1,0,0,0,0,1,1,1,1,5,4.347630634988503,20.0,6.0,0.4595101248020719,0.03846481276066559,Poor
CUS_0xa127,51.0,31534.94,0.0,0.0,5.99,1258.83,80.46336120595053,425.75701628661875,2426.9116666666664,5.0,6.0,1.0,5.0,4.0,37.764662211557976,0.0,354.5,Media_Manager,Good,No,High_spent_Medium_value_payments,0.875,0,0,0,0,0,0,0,0,0,0,7.049007186373843,8.0,4.0,0.0399185792013557,0.0,Poor
CUS_0x5f02,31.0,49405.92,0.0,9.0,10.51,1123.87,140.32231067231734,503.7933174608417,4019.16,7.0,6.0,8.0,30.0,7.0,33.313189894680285,0.0,302.0,Teacher,Standard,Yes,Low_spent_Large_value_payments,1.0,0,0,0,0,0,0,0,0,0,0,3.9734881553171344,34.0,7.0,0.02274767882067574,0.0,Standard
CUS_0xb741,38.0,97549.92,4.0,15.0,19.24,1213.26,344.11620664226916,553.7999070108644,8275.16,4.0,6.0,11.0,23.0,5.0,33.428030945199254,184.27063839328443,188.0,Developer,Standard,Yes,High_spent_Medium_value_payments,0.875,1,1,1,0,1,0,0,0,0,4,3.196596528071058,27.0,6.0,0.012437324397600737,0.02226792453478657,Standard
CUS_0x1a85,29.5,71616.36,5.0,14.0,9.04,1887.08,194.10745989752957,489.2332878381766,5971.03,5.0,5.0,16.0,26.0,4.0,31.994793750283524,168.7622522642938,90.5,Engineer,Standard,Yes,High_spent_Medium_value_payments,0.875,0,1,1,0,0,0,0,1,0,3,4.781179624933816,30.0,4.0,0.026349845202967587,0.02826350768029868,Poor
CUS_0x43be,41.0,16511.62,8.0,25.0,23.88,4821.28,107.07222172762661,213.7784499956784,1362.9683333333332,7.0,9.0,32.0,47.0,11.0,34.08653078642274,105.4461616100283,55.0,Accountant,Bad,Yes,Low_spent_Small_value_payments,1.0,0,0,1,0,0,0,1,1,1,4,4.634849029369108,52.0,15.0,0.29199315391221453,0.07736508547645028,Standard
CUS_0x2b3b,28.0,58731.76,2.0,15.0,12.92,1229.65,161.04492219294167,489.6651813755584,4599.3133333333335,5.0,3.0,14.0,7.0,4.0,31.117286985277417,79.2212297648333,292.5,Doctor,Standard,Yes,High_spent_Large_value_payments,1.0,1,0,0,0,0,1,0,0,0,2,5.656621824755742,7.0,4.0,0.020936712947134565,0.01722457767568926,Standard
CUS_0xbd5e,52.0,37452.59,1.0,9.0,4.11,1286.4,124.34445529681483,412.806188286238,2962.049166666666,4.0,3.0,1.0,4.0,8.0,32.629013750530035,29.05427308361383,248.0,Journalist,Good,No,High_spent_Medium_value_payments,0.625,0,1,0,0,0,0,0,0,0,1,5.6392339135767715,7.0,8.0,0.03434742430363295,0.00980884227398223,Good
CUS_0xb152,16.0,16886.79,9.0,25.0,2.75,2039.51,106.57468719070197,243.04500880178028,1137.2325,8.0,6.0,32.0,25.0,9.0,31.943801545916845,68.84958845829442,235.0,Journalist,Bad,Yes,Low_spent_Small_value_payments,0.75,1,0,1,0,1,0,1,1,1,6,3.7159381751129654,29.0,9.0,0.12077547005677218,0.06054134792867282,Poor
CUS_0x27df,40.0,78722.56,3.0,10.0,4.77,569.38,221.49387289922043,528.2792617511536,6773.213333333332,7.0,7.0,9.0,28.0,1.0,37.399673996967806,137.1752874069957,206.5,Doctor,Standard,No,High_spent_Medium_value_payments,1.0,0,0,0,1,0,0,1,0,0,2,4.994935244233345,28.0,4.0,0.007232742431140451,0.020252615805249854,Standard
