Customer_ID,Age,Annual_Income,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Outstanding_Debt,Amount_invested_monthly,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_Credit_Inquiries,Credit_Utilization_Ratio,Total_EMI_per_month,Credit_History_Age_Months,Occupation,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Credit_Score,_target_agreement,has_auto_loan,has_credit_builder_loan,has_debt_consolidation_loan,has_home_equity_loan,has_mortgage_loan,has_not_specified,has_payday_loan,has_personal_loan,has_student_loan,n_loan_types,Credit_Utilization_Ratio_std,Delay_from_due_date_max,Num_Credit_Inquiries_max,debt_to_income,debt_service_ratio
CUS_0x456d,55.0,36368.55,4.0,9.0,5.9,950.56,217.06367537297902,235.77398448909594,2782.7125,6.0,5.0,15.0,10.0,3.0,32.624274367385276,95.43359013792504,270.5,Lawyer,Standard,No,Low_spent_Large_value_payments,Standard,1.0,0,1,0,0,0,0,1,0,1,3,3.3999379635063423,10.0,3.0,0.02613686825567695,0.03429516708532593
CUS_0x456f,23.0,41694.36,3.0,2.0,10.15,556.65,85.7119932563868,439.8098472189129,3595.53,1.0,7.0,5.0,4.0,3.0,30.48087163721263,84.47066365406529,297.0,Writer,Good,No,High_spent_Large_value_payments,Poor,0.5,0,0,0,0,1,1,0,0,1,3,4.916046391158648,7.0,3.0,0.01335072657309046,0.023493244015225928
CUS_0x4574,25.0,40341.16,4.0,11.0,8.33,1183.73,125.40087360213896,386.02839537742557,3602.763333333334,2.0,5.0,1.0,7.0,2.0,33.799214226578094,113.02110273975028,241.5,Mechanic,Good,No,Low_spent_Small_value_payments,Standard,0.625,1,0,1,0,0,0,1,0,0,3,5.008432932398087,7.0,4.0,0.029342983692090163,0.03137067086645998
CUS_0x4577,28.0,8504.55,7.0,24.0,5.58,2870.02,67.38018988289569,284.4801833463596,934.7125,8.0,6.0,23.0,23.0,9.0,32.489283927594514,26.610876770744703,24.0,Writer,Bad,Yes,Low_spent_Small_value_payments,Poor,0.875,0,0,0,1,1,0,1,1,1,5,5.12786330234886,23.0,9.0,0.3374687667189916,0.028469584787562705
CUS_0x457b,27.0,82330.2,3.0,20.0,19.76,1679.91,189.20937596109573,583.356205046972,6731.8499999999985,9.0,10.0,20.0,41.0,8.0,28.964512279672554,155.61941899193215,102.5,Teacher,Bad,Yes,High_spent_Small_value_payments,Poor,1.0,0,0,1,0,1,0,0,0,1,3,4.71302786904163,41.0,9.0,0.020404541711303993,0.023116887481440047
CUS_0x457e,54.0,59343.12,0.0,12.0,17.27,9.32,162.6883503374751,579.237649662525,4919.26,7.0,7.0,8.0,10.0,4.0,28.57999361844642,0.0,252.0,Journalist,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,6.477834496119701,15.0,4.0,0.00015705274680535838,0.0
CUS_0x4587,53.5,56751.72,4.0,20.0,4.0,768.79,225.88751342178642,420.20726860395655,4572.31,7.0,6.0,19.0,14.0,1.0,29.93216410799728,121.44579177325328,379.0,Accountant,Standard,No,High_spent_Large_value_payments,Standard,0.875,1,0,0,0,1,0,0,0,1,3,5.4049072617821965,19.0,1.0,0.013546549778579397,0.02656114562950746
CUS_0x4588,25.0,20247.61,4.0,11.0,18.87,1300.16,81.57634847675769,293.8555547586294,1733.3008333333337,8.0,3.0,15.0,6.0,1.0,33.6562931395401,46.61068524415131,312.5,Entrepreneur,Standard,Yes,Low_spent_Large_value_payments,Standard,1.0,0,1,1,1,0,0,1,0,0,4,3.973258135244852,9.0,1.0,0.06421301081954858,0.02689128416012683
CUS_0x458d,19.0,34315.71,2.0,11.0,13.36,24.75,74.68130640771231,415.3794049458595,3018.6425,4.0,4.0,19.0,20.0,4.0,34.046408158890785,37.61166736128091,191.5,Journalist,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,1,1,0,0,0,0,0,2,3.9366776091285307,24.0,4.0,0.0007212440016540529,0.012459795209694724
CUS_0x458f,41.0,14535.105,2.0,11.0,6.63,70.66,84.42070224547402,316.71218186370487,1345.25875,1.0,7.0,3.0,15.0,0.0,31.96335578854614,15.775026734816825,304.5,Accountant,Good,No,Low_spent_Small_value_payments,Good,0.875,0,1,1,0,0,0,0,0,0,2,4.782825116860516,20.0,2.0,0.00486133399105132,0.011726388499474041
CUS_0x4590,27.5,28056.94,2.0,12.0,16.43,822.94,83.21542755356339,361.54321416592654,2115.078333333333,4.0,6.0,10.0,9.0,5.0,34.511583917256374,41.74919161384339,170.0,Entrepreneur,Standard,Yes,Low_spent_Large_value_payments,Standard,1.0,0,1,0,0,0,0,0,1,0,2,4.962116062565432,12.0,6.0,0.02933106746494807,0.019738839434872025
CUS_0x4596,49.0,89427.12,0.0,17.0,18.15,1286.5,104.4514909711878,888.0652292865925,7485.259999999998,6.0,5.0,9.0,27.0,2.0,33.604448586779405,0.0,356.5,Accountant,Standard,Yes,High_spent_Large_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,5.468843291700211,27.0,2.0,0.014386016233106915,0.0
CUS_0x45aa,23.0,39909.36,5.0,14.0,15.67,2094.03,199.4957887287784,288.1713499387874,3393.78,3.0,7.0,29.0,16.0,10.0,31.09935657859562,141.08315359762682,203.5,Entrepreneur,Standard,Yes,Low_spent_Large_value_payments,Poor,0.625,1,0,0,0,0,1,1,0,0,3,2.607001359463691,18.0,10.0,0.052469646218330744,0.04157109582755123
CUS_0x45ab,39.0,91111.98,6.0,9.0,14.91,823.66,203.95128198658807,402.85096434877494,7535.665,6.0,3.0,16.0,23.0,5.0,34.579735042668666,421.3789055586011,132.0,Teacher,Standard,Yes,High_spent_Medium_value_payments,Standard,0.625,1,1,1,0,0,1,1,0,0,5,6.03376993661812,23.0,7.0,0.009040084520169576,0.05591794560381879
CUS_0x45af,32.0,35022.76,3.0,17.0,5.0,794.33,141.22413759873228,343.65327352248846,2646.563333333333,6.0,4.0,11.0,30.0,3.0,29.699236303217546,64.44110649875128,274.0,Media_Manager,Standard,No,High_spent_Medium_value_payments,Standard,1.0,1,0,0,1,0,0,0,0,0,2,3.840285654634977,33.0,3.0,0.022680394120851696,0.024348975778179485
CUS_0x45b,28.0,16701.96,8.0,20.0,28.28,4416.93,142.49988604433423,240.87768438126352,1599.83,7.0,10.0,19.0,62.0,10.0,30.55179435234549,56.60542957440229,167.5,Accountant,Bad,Yes,Low_spent_Small_value_payments,Poor,1.0,0,0,1,0,1,1,1,1,1,6,4.112065287059774,66.0,12.0,0.26445578842243667,0.03538215283774044
CUS_0x45b4,49.0,39580.3,2.0,4.0,11.14,458.53,122.85941031526373,405.05905525901755,3203.3583333333336,0.0,5.0,8.0,19.0,3.0,33.468833513794564,56.75506518153054,211.0,Lawyer,Good,No,High_spent_Medium_value_payments,Poor,0.875,0,0,1,0,0,0,0,1,0,2,5.301163698444629,20.0,7.0,0.01158480355126161,0.01771736386496376
CUS_0x45b6,39.0,58228.38,1.0,0.0,6.02,199.6,118.41466661046864,533.5933920921746,4848.365,4.0,1.0,4.0,7.5,4.0,28.618640530548042,33.92926402074172,348.0,Media_Manager,Good,No,Low_spent_Small_value_payments,Good,1.0,0,0,0,0,0,0,0,1,0,1,4.445672936825449,12.0,4.0,0.0034278817305238444,0.006998083688159146
CUS_0x45bd,32.0,80213.4,3.0,6.0,8.61,792.61,474.6822426350863,373.37595733679063,6919.45,3.0,3.0,8.0,14.0,3.0,30.800090617251143,200.3507017241513,376.5,Mechanic,Good,No,High_spent_Large_value_payments,Standard,1.0,0,1,1,1,0,0,0,0,0,3,2.5711470865218184,19.0,7.0,0.009881266721021676,0.02895471485799468
CUS_0x45c0,34.0,27954.68,3.0,8.0,0.95,1440.56,91.13405288058796,351.1528075031439,2228.556666666667,3.0,3.0,12.0,11.0,3.0,29.673908796478216,50.37342112451706,259.0,Manager,Good,No,Low_spent_Small_value_payments,Good,0.875,1,0,0,0,0,1,0,0,0,2,5.44481082761569,13.0,3.0,0.051531979618439555,0.022603607921652006
CUS_0x45ca,21.0,10409.755,5.0,17.0,15.22,2614.92,37.88942260755379,280.0245401082732,823.4795833333333,9.0,7.0,16.0,57.0,13.0,31.075690740550105,40.663435851025895,41.0,Lawyer,Bad,Yes,High_spent_Small_value_payments,Poor,0.625,1,0,0,1,0,1,1,1,0,5,4.640726457945716,58.0,13.0,0.25119899555753233,0.04938001703263345
CUS_0x45cb,42.0,58170.76,6.0,17.0,11.86,2475.74,246.9911337250771,352.02647611391313,4861.5633333333335,8.0,5.0,34.0,38.0,13.0,30.665132639209308,168.18498800206677,179.5,Journalist,Bad,Yes,High_spent_Medium_value_payments,Poor,0.75,0,1,0,0,0,1,0,0,1,3,5.652096580960387,41.0,13.0,0.0425598702853461,0.0345948363665049
CUS_0x45cc,39.0,15251.19,5.0,19.0,9.85,1889.3,51.42891976122172,293.7398658132195,1144.9325,6.0,6.0,18.0,22.0,8.0,32.8139175737314,43.745760374483176,65.5,Entrepreneur,Standard,Yes,Low_spent_Small_value_payments,Standard,0.625,1,1,0,0,1,1,1,0,0,5,5.830763611688364,24.0,8.0,0.12387885797763977,0.03820815670310973
CUS_0x45d2,48.0,34053.28,3.0,7.0,5.81,1033.06,187.4468097366991,325.36546298835583,2782.773333333333,3.0,6.0,5.0,1.0,3.0,28.21860862670905,72.56396912140218,389.0,Engineer,Good,No,High_spent_Medium_value_payments,Good,0.875,0,1,1,0,0,0,0,0,0,2,4.812202649277985,5.0,3.0,0.030336578444132255,0.02607613356510131
CUS_0x45da,26.0,9045.635,7.0,16.0,16.53,3098.74,77.64401227268783,271.86178393739544,948.8029166666664,7.0,7.0,19.0,46.0,12.0,28.543592677185952,28.21245926805481,140.0,Accountant,Bad,Yes,Low_spent_Small_value_payments,Standard,1.0,0,0,1,1,1,0,1,1,1,6,6.0787120208649545,50.0,12.0,0.3425674372224835,0.02973479399406865
CUS_0x45db,50.0,86742.32,2.0,12.0,14.12,19.11,287.0734294328114,571.6012822854542,7030.526666666668,8.0,4.0,19.0,8.0,2.0,31.896055954851803,136.34231114684215,314.0,Mechanic,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,0,0,0,0,1,0,1,0,0,2,6.413108867339342,8.0,2.0,0.00022030768833482893,0.019392901501003073
CUS_0x45de,33.0,112287.88,4.0,4.0,4.43,705.33,501.1556658068337,523.7139381677239,9168.323333333334,4.0,3.0,12.0,1.0,3.0,33.014489768646946,271.7979981839746,246.5,Engineer,Good,No,High_spent_Large_value_payments,Standard,0.5,0,0,1,0,0,0,1,1,0,3,3.976869228334458,3.0,3.0,0.006281443731950412,0.029645332990798526
CUS_0x45df,21.0,40762.39,1.0,8.0,6.05,1212.17,134.0087152796315,456.5362319090504,3442.8658333333333,4.0,5.0,1.0,9.0,4.0,33.791117061319696,24.23683311510029,298.5,Musician,Good,No,High_spent_Medium_value_payments,Good,0.625,0,0,0,0,0,0,1,0,0,1,4.581005865109855,14.0,9.0,0.029737461419705766,0.007039726288617682
CUS_0x45e1,35.0,116680.84,3.0,9.0,11.63,341.88,227.11132190341363,805.8947117330963,10017.403333333334,5.0,5.0,8.0,10.0,5.0,35.30720015892163,178.35814413662033,284.5,Architect,Standard,Yes,High_spent_Large_value_payments,Standard,0.625,1,1,0,1,0,0,0,0,0,3,5.026173657562855,10.0,9.0,0.002930044041506729,0.017804828077863856
CUS_0x45e2,25.0,59683.1,2.0,20.0,1.04,121.26,267.8540803238411,425.85663229240856,5198.591666666666,4.0,3.0,5.0,23.0,3.0,28.853926018820438,93.66487501525413,319.0,Teacher,Standard,No,Low_spent_Large_value_payments,Standard,1.0,1,0,0,0,0,0,0,0,1,2,4.51021100699533,25.0,3.0,0.0020317309255048752,0.018017355664964544
CUS_0x45e5,31.0,101821.72,5.0,12.0,17.55,561.21,283.2619464075349,592.9354147223116,8601.143333333332,5.0,6.0,18.0,30.0,5.0,31.92189027684156,257.8392417805407,210.5,Doctor,Standard,Yes,Low_spent_Large_value_payments,Standard,0.5,0,0,1,0,0,1,0,0,1,3,5.8744243169599795,31.0,8.0,0.005511692397260624,0.02997732182665724
CUS_0x45ea,46.0,22269.09,0.0,20.0,19.61,529.22,73.46906892153572,388.4759642068421,1931.7575,7.0,6.0,5.0,25.0,3.0,31.999765973282848,0.0,229.5,Mechanic,Standard,Yes,High_spent_Large_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,5.027360855890021,29.0,4.0,0.02376477889307556,0.0
CUS_0x45ef,28.0,34798.03,1.0,11.0,8.72,1214.29,172.30662872690584,404.53663201059766,3190.835833333333,0.0,5.0,12.0,7.0,1.0,31.78853217068466,24.338060673970496,377.0,Journalist,Good,No,Low_spent_Large_value_payments,Good,0.625,0,0,1,0,0,0,0,0,0,1,3.8146118429188176,7.0,1.0,0.03489536620320173,0.007627487575424882
CUS_0x45f1,49.0,41235.33,3.0,5.0,3.93,734.69,218.652043606194,289.38389692555023,3384.2775,3.0,3.0,1.0,12.0,2.0,34.83068872972638,78.37418745414423,201.0,Writer,Good,No,Low_spent_Medium_value_payments,Standard,1.0,0,0,0,1,0,0,0,1,0,2,4.614922253118147,13.0,2.0,0.01781700304083901,0.02315832181437374
CUS_0x45f4,53.0,70741.04,0.0,3.0,2.85,799.89,206.99443303372786,659.7142336329389,5917.086666666666,1.0,5.0,8.0,15.0,1.0,35.48961766194901,0.0,399.0,Writer,Good,No,Low_spent_Small_value_payments,Standard,0.625,0,0,0,0,0,0,0,0,0,0,5.868191278653073,19.0,1.0,0.011307297715724847,0.0
CUS_0x45f7,26.0,19853.35,2.0,17.0,11.63,816.46,68.85193779899774,334.11429279335823,1726.4458333333332,7.0,4.0,6.0,21.0,2.0,33.63256989913526,28.071965473150293,229.5,Entrepreneur,Standard,No,Low_spent_Medium_value_payments,Standard,1.0,0,0,1,1,0,0,0,0,0,2,4.091022646692376,25.0,2.0,0.04112454573157679,0.016259974643369136
CUS_0x45f8,56.0,30594.51,3.0,20.0,8.57,1277.91,106.66370624713475,346.371180723698,2429.5425,3.0,3.0,20.0,28.0,3.0,33.93299973183605,64.91936302916724,385.5,Musician,Standard,No,High_spent_Small_value_payments,Standard,1.0,0,0,1,0,1,0,1,0,0,3,4.429284418945781,31.0,3.0,0.04176925860227865,0.026720818026096372
CUS_0x45fc,21.0,36787.58,8.0,15.0,15.58,3840.92,93.07700949413129,359.9179981796724,3362.6316666666667,8.0,9.0,28.0,61.0,11.0,34.82059193194331,133.26815899286294,12.0,Doctor,Bad,Yes,High_spent_Medium_value_payments,Poor,0.625,1,0,0,1,0,0,1,0,1,4,5.041382114857554,61.0,11.0,0.10440806380849188,0.03963210134310367
CUS_0x4601,27.0,50600.01,2.0,19.0,6.4,1691.6,166.3526404875906,429.9884615384269,3923.6675,8.0,8.0,18.0,25.0,13.0,36.09474701934836,51.02564797398242,153.5,Media_Manager,Bad,Yes,High_spent_Large_value_payments,Poor,0.875,0,1,0,0,1,0,0,0,0,2,4.210495027714211,25.0,15.0,0.033430823432643586,0.013004580019581788
CUS_0x4602,25.0,60189.06,5.0,16.0,27.13,4159.96,203.52695043786275,382.2648741230033,5138.755,10.0,8.0,30.0,54.0,14.0,31.68210959944757,221.0248385461913,151.0,Entrepreneur,Bad,Yes,High_spent_Large_value_payments,Poor,0.75,1,0,1,0,0,1,1,1,0,5,6.108035028829499,58.0,16.0,0.06911488566194587,0.043011359472516456
CUS_0x4603,50.0,30912.86,1.0,0.0,5.12,834.22,54.45152627502367,384.1038178762284,2351.0716666666667,1.0,1.0,10.0,4.0,3.0,30.891094196104962,25.48899617462248,391.0,Lawyer,Good,No,High_spent_Medium_value_payments,Good,0.75,0,0,0,0,0,0,0,1,0,1,4.57481982806082,8.0,5.0,0.02698617986171451,0.010841437347914026
CUS_0x4605,26.0,87314.67,2.0,4.0,4.72,774.36,223.97064214058423,636.2431377240426,7121.2225,5.0,2.0,9.0,15.0,1.0,34.14429417590574,96.90847013537316,218.5,Media_Manager,Good,No,High_spent_Large_value_payments,Good,1.0,0,0,0,0,1,1,0,0,0,2,5.54257878994818,15.0,1.0,0.008868612800117094,0.013608403632293917
CUS_0x460a,33.0,66571.4,3.0,24.0,16.55,2383.13,208.95819309527343,476.50483872694303,5600.616666666666,7.0,9.0,34.0,48.0,7.0,32.62302553322411,144.59863484445015,236.0,Engineer,Bad,Yes,Low_spent_Medium_value_payments,Poor,0.625,0,1,1,0,1,0,0,0,0,3,5.3823710395399695,52.0,7.0,0.035798105492749144,0.025818341702452438
CUS_0x460c,22.0,7019.435,6.0,8.5,11.42,328.81,33.8939551513095,292.9195970624445,711.9529166666667,6.0,5.0,20.0,23.0,5.0,33.37622586321534,25.239874554705597,80.5,Engineer,Standard,Yes,Low_spent_Small_value_payments,Standard,1.0,1,0,1,0,1,1,0,0,0,4,4.981229974439136,28.0,5.0,0.04684280145054409,0.03545160636868744
CUS_0x460d,23.0,42346.98,0.0,6.0,8.89,373.79,140.4381688366275,491.43325820017515,3776.915,3.0,2.0,12.0,5.0,4.0,33.862361036299546,0.0,356.5,Journalist,Good,No,High_spent_Medium_value_payments,Good,0.75,0,0,0,0,0,0,0,0,0,0,5.27414029420544,7.0,7.0,0.008826839599895907,0.0
CUS_0x460f,33.0,73615.36,9.0,16.0,8.48,4867.95,318.52739607319194,174.93847773438554,5998.613333333334,6.0,9.0,15.0,56.0,8.0,32.87849456397882,364.51365706679815,95.0,Writer,Bad,Yes,High_spent_Large_value_payments,Poor,1.0,1,1,1,1,1,0,1,1,0,7,5.563597962364346,61.0,8.0,0.0661268246192099,0.06076631994952136
CUS_0x461,18.0,32543.41,0.0,8.0,7.56,1415.01,177.7286513748032,431.38335706895293,2962.9508333333333,7.0,7.0,15.0,9.0,0.0,28.960950361532454,0.0,320.5,Scientist,Standard,No,High_spent_Small_value_payments,Standard,1.0,0,0,0,0,0,0,0,0,0,0,5.44932052871148,14.0,1.0,0.04348069240439155,0.0
CUS_0x461f,54.5,108488.61000000002,0.0,15.0,4.99,1366.18,155.15529768719944,967.2164523128007,8773.7175,4.0,3.0,14.0,6.0,4.0,35.18399416382785,0.0,312.0,Media_Manager,Standard,Yes,High_spent_Large_value_payments,Standard,0.625,0,0,0,0,0,0,0,0,0,0,5.182701801700318,8.0,6.0,0.012592842695652565,0.0
CUS_0x4628,23.0,155955.8,2.0,5.0,10.32,233.93,365.99984941746925,1038.9065079317631,12806.316666666666,5.0,3.0,2.0,2.0,3.0,32.844168680655955,130.7253093174342,286.5,Manager,Good,No,High_spent_Medium_value_payments,Good,0.875,0,0,0,0,0,0,0,1,1,2,7.363358189089077,4.0,3.0,0.0014999762753292922,0.010207877309304461
CUS_0x463,18.0,140875.88,4.0,12.0,8.91,299.78,410.7519723267037,676.7211402544073,11490.656666666668,6.0,4.0,16.0,27.0,3.0,35.662581528137274,392.4273994900599,328.5,Teacher,Standard,Yes,High_spent_Large_value_payments,Standard,0.625,0,1,1,1,0,0,0,0,0,3,5.9669649055618095,27.0,6.0,0.0021279725102693234,0.03415186885084257
CUS_0x4630,43.0,29086.41,1.0,9.0,16.4,1394.56,82.7346721102733,382.1764698759631,2236.8675,4.0,7.0,13.0,12.0,6.0,31.56104188511408,15.519659916164308,315.0,Scientist,Standard,Yes,Low_spent_Small_value_payments,Standard,0.625,0,0,0,0,0,0,1,0,0,1,5.979701366158609,12.0,6.0,0.04794541505809758,0.006938122135604505
CUS_0x4636,35.0,57196.56,3.0,12.0,7.53,1269.7,313.96009514160335,375.5734204307972,4838.38,6.0,3.0,17.0,12.0,4.0,30.861973218285584,74.30448442759949,228.5,Accountant,Standard,Yes,Low_spent_Small_value_payments,Poor,0.875,0,1,0,1,0,1,0,0,0,3,5.0154752887505625,12.0,4.0,0.02219888748554109,0.015357306459517337
CUS_0x4638,25.0,48706.59,4.0,17.0,18.63,2630.08,138.43310875559473,426.9917998420077,4170.8825,10.0,7.0,34.0,28.0,8.0,26.85679044261704,120.82529494775775,197.5,Musician,Standard,Yes,High_spent_Medium_value_payments,Poor,0.625,1,0,0,1,1,1,0,0,0,4,5.304475855840083,28.0,13.0,0.05399844251055145,0.028968760195895657
CUS_0x463e,14.0,14937.63,5.0,11.5,10.07,2031.23,84.2550661620206,294.1910296783243,1495.8025,6.0,6.0,27.0,24.0,6.0,36.30967576155959,60.36998092001871,174.5,Developer,Standard,Yes,High_spent_Small_value_payments,Poor,0.875,0,0,1,1,1,1,0,0,1,5,5.659054758343527,29.0,6.0,0.1359807412554736,0.04035959354260921
CUS_0x4640,36.0,56614.2,7.0,11.0,11.23,2600.73,135.69003763399556,252.56242900625287,4638.85,9.0,10.0,33.0,49.0,13.0,32.043372226313735,310.1451069152477,222.0,Engineer,Standard,Yes,High_spent_Medium_value_payments,Poor,0.75,1,0,1,1,0,1,1,0,0,5,3.639175618097528,51.0,13.0,0.04593776826308594,0.06685818832582378
CUS_0x4649,51.0,33346.34,0.0,10.0,12.38,1050.39,109.88521752047356,434.7348091292388,2703.8616666666658,5.0,3.0,20.0,16.0,4.0,30.157912676757867,0.0,284.5,Doctor,Standard,Yes,High_spent_Medium_value_payments,Standard,0.875,0,0,0,0,0,0,0,0,0,0,5.061754350669588,17.0,4.0,0.03149940893063527,0.0
CUS_0x464f,43.0,22298.54,4.0,10.0,11.61,727.07,75.17256409273665,330.72353240741353,2033.2116666666668,5.0,3.0,6.0,18.0,10.0,28.041144986858555,52.425070166516505,232.5,Entrepreneur,Standard,Yes,High_spent_Large_value_payments,Standard,1.0,1,0,0,0,1,1,0,0,0,3,3.9869003708288187,23.0,10.0,0.032606170628211535,0.025784364228277512
CUS_0x4655,46.0,49889.38,0.0,17.0,5.12,1450.37,137.80097984761153,536.2427303058939,4359.448333333333,6.0,7.0,8.0,6.0,2.0,33.428876379583116,0.0,332.0,Accountant,Good,No,High_spent_Small_value_payments,Good,0.75,0,0,0,0,0,0,0,0,0,0,4.45593345051344,10.0,7.0,0.02907171826949944,0.0
CUS_0x4657,22.0,22119.355,2.0,0.0,6.92,1111.07,131.33051710976972,304.1653544676857,1844.2528927846915,2.0,7.0,11.0,0.0,1.5,31.69279331274133,73.80842076354352,318.5,Journalist,Good,No,Low_spent_Small_value_payments,Good,0.625,1,0,0,0,0,0,1,0,0,2,3.7992348285613264,2.0,3.0,0.050230669022672675,0.04002076995639032
CUS_0x465c,24.0,138079.96,0.0,9.0,9.87,637.14,522.2467524793489,882.7195808539846,11349.663333333332,2.0,4.0,8.0,7.0,4.0,35.36938504987971,0.0,355.5,Media_Manager,Good,No,High_spent_Large_value_payments,Poor,0.875,0,0,0,0,0,0,0,0,0,0,4.860833982077366,8.0,4.0,0.004614282912596441,0.0
CUS_0x4661,22.0,35304.41,7.0,14.0,13.16,290.39,118.00843213830332,243.86931704915145,3132.034166666667,8.0,6.0,16.0,17.0,6.0,34.438016573666104,201.32566747921197,163.5,Architect,Standard,Yes,High_spent_Medium_value_payments,Standard,0.75,1,0,1,1,1,1,0,0,0,5,4.725687295915104,21.0,11.0,0.008225318026841405,0.06427952466862041
CUS_0x4662,24.0,112282.4,0.0,14.0,9.63,1113.98,483.1924461285929,707.0942205380741,9102.866666666669,4.0,3.0,16.0,26.0,3.0,36.028665060506576,0.0,335.0,Engineer,Standard,Yes,Low_spent_Medium_value_payments,Standard,0.75,0,0,0,0,0,0,0,0,0,0,6.445808871024134,30.0,3.0,0.009921234316330966,0.0
CUS_0x4669,44.0,106271.13,2.0,15.0,1.62,492.06,588.6423279300956,396.86105925312177,8663.9275,4.0,7.0,13.0,17.0,3.0,35.390255833155535,126.93060816600578,254.5,Architect,Standard,No,Low_spent_Small_value_payments,Standard,1.0,1,0,0,0,0,1,0,0,0,2,2.8852576974875066,20.0,3.0,0.004630232124190266,0.014650469797445302
CUS_0x466a,51.0,36868.13,0.0,20.0,3.88,1360.71,124.09835500370754,412.07914333946553,3061.3441666666663,6.0,4.0,3.0,29.0,4.0,34.250843195381094,0.0,311.0,Manager,Good,No,High_spent_Medium_value_payments,Standard,0.625,0,0,0,0,0,0,0,0,0,0,5.042032581896818,34.0,4.0,0.03690748622183984,0.0
CUS_0x466e,24.0,57439.12,4.0,9.0,6.26,669.35,237.54383554324315,288.15175919097646,4586.593333333333,4.0,6.0,6.0,11.0,0.0,34.712951979921215,187.95611019523017,251.5,Musician,Good,No,High_spent_Large_value_payments,Standard,0.75,1,0,0,0,1,0,0,1,0,3,5.295986959341472,13.0,4.0,0.01165320777894926,0.04097945828971761
CUS_0x4671,44.5,62877.92,3.0,14.0,11.07,2698.89,297.7652590518835,378.70387546424473,5071.826666666667,9.0,10.0,21.0,40.0,6.0,29.783965277826965,95.20406669801396,149.5,Scientist,Standard,Yes,Low_spent_Medium_value_payments,Poor,1.0,0,0,0,0,1,0,0,1,1,3,4.509581767573459,43.0,6.0,0.04292269846076333,0.018771159378083498
CUS_0x4672,34.0,27947.05,7.0,16.0,8.84,172.39,86.44096215298735,244.98227617722355,2331.920833333333,8.0,6.0,9.0,20.0,5.0,36.45683260788704,148.7990660045954,170.5,Journalist,Standard,Yes,High_spent_Medium_value_payments,Standard,1.0,1,0,1,1,1,1,1,1,0,7,3.626087344730411,20.0,7.0,0.006168450695153871,0.06380965591867738
CUS_0x4674,37.0,15211.94,8.0,24.0,7.36,1446.14,58.20405313363345,287.7706696604047,1366.6616666666666,10.0,10.0,19.0,60.0,12.0,26.72124439271461,56.74767708200394,128.5,Doctor,Bad,Yes,Low_spent_Small_value_payments,Poor,0.75,0,1,1,1,0,1,1,1,1,7,3.755908743647273,65.0,12.0,0.09506611254054381,0.04152284246064603
CUS_0x467e,23.0,68289.32,3.0,2.0,9.57,957.71,277.69687849214756,398.6428785452879,5411.7766666666685,1.0,7.0,1.0,0.0,8.0,30.668013299869614,129.83790962923132,314.5,Developer,Good,No,High_spent_Medium_value_payments,Good,0.875,0,0,1,0,0,1,0,0,0,2,3.3715250509660626,3.0,8.0,0.014024301310951696,0.02399173462366911
CUS_0x467f,19.0,16813.54,8.0,18.0,5.19,3520.79,100.81283988618827,197.0808937608417,1101.128333333333,8.0,10.0,33.0,19.0,12.0,32.33726660846236,92.94111494302722,130.0,Accountant,Bad,Yes,Low_spent_Small_value_payments,Poor,0.75,0,1,1,0,1,1,1,1,0,6,5.6245089435780224,23.0,17.0,0.20940206524027657,0.08440534325520087
CUS_0x4681,19.0,29175.03,0.0,7.0,11.95,1435.39,140.64796070839236,359.57728929160766,2152.2525,0.0,3.0,1.0,5.0,5.0,32.20927300837033,0.0,232.5,Architect,Good,No,Low_spent_Small_value_payments,Good,0.875,0,0,0,0,0,0,0,0,0,0,5.6181561283046255,8.0,5.0,0.049199263891073985,0.0
CUS_0x4683,37.0,108734.13,2.0,11.0,18.89,1105.29,238.10006950393182,743.9613240158483,8077.402365237668,5.0,6.0,9.0,21.0,8.0,34.818387179265265,910.3314912425516,241.5,Developer,Standard,Yes,High_spent_Medium_value_payments,Good,0.625,0,0,1,0,0,0,1,0,0,2,6.143482953578259,25.0,12.0,0.010165069606019747,0.11270102070936838
CUS_0x4688,25.0,15549.06,2.0,16.0,18.2,2063.91,75.55161033126419,340.70445804975725,1589.755,6.0,6.0,17.0,43.0,7.0,26.763568612998874,20.165890146986087,205.5,Teacher,Bad,Yes,Low_spent_Small_value_payments,Poor,0.625,0,0,0,0,0,0,0,1,1,2,4.063751370643062,48.0,9.0,0.13273535506326428,0.012684904370161494
